t,linear_x,angular_z
0.0,0.0,0.0
0.028503328,0.0,0.0
0.131786655,0.0,0.0
0.228501955,0.0,0.0
0.328356749,0.0,0.0
0.42839427,0.0,0.0
0.52824856,0.0,0.0
0.628215404,0.0,0.0
0.728233866,0.0,0.0
0.828234291,0.0,0.0
0.928220926,0.0,0.0
1.02828655,0.0,0.0
1.128208801,0.0,0.0
1.228274465,0.0,0.0
1.32820299,0.0,0.0
1.428316745,0.0,0.0
1.528232893,0.0,0.0
1.628265093,0.0,0.0
1.728231654,0.0,0.0
1.828591677,0.0,0.0
1.928250129,0.0,0.0
2.028227395,0.0,0.0
2.128325921,0.0,0.0
2.230158352,0.0,0.0
2.328221783,0.0,0.0
2.428338134,0.0,0.0
2.528398273,0.0,0.0
2.628548067,0.0,0.0
2.729178381,0.0,0.0
2.830346633,0.0,0.0
2.928899668,0.0,0.0
3.028418646,0.0,0.0
3.128318101,0.0,0.0
3.228861458,0.0,0.0
3.328548133,0.0,0.0
3.430539749,0.0,0.0
3.529082552,0.0,0.0
3.629226273,0.0,0.0
3.729663406,0.0,0.0
3.828422434,0.0,0.0
3.92823582,0.0,0.0
4.028239074,0.0,0.0
4.128200825,0.0,0.0
4.228177245,0.0,0.0
4.328166953,0.0,0.0
4.428235633,0.0,0.0
4.528191267,0.0,0.0
4.62844852,0.0,0.0
4.728194376,0.0,0.0
4.828197478,0.0,0.0
4.92826232,0.0,0.0
5.028171158,0.0,0.0
5.12820701,0.0,0.0
5.228866377,0.0,0.0
5.328132309,0.0,0.0
5.428466936,0.0,0.0
5.528138344,0.0,0.0
5.629547379,0.0,0.0
5.728222095,0.0,0.0
5.82822899,0.0,0.0
5.928136909,0.0,0.0
6.028272148,0.0,0.0
6.128168206,0.0,0.0
6.22819323,0.0,0.0
6.32824374,0.0,0.0
6.428403608,0.0,0.0
6.528346152,0.0,0.0
6.628191414,0.0,0.0
6.728268061,0.0,0.0
6.828276608,0.0,0.0
6.928319859,0.0,0.0
7.028356454,0.0,0.0
7.131217905,0.0,0.0
7.228245313,0.0,0.0
7.328178199,0.0,0.0
7.428278544,0.0,0.0
7.528213538,0.0,0.0
7.628210417,0.0,0.0
7.728194884,0.0,0.0
7.828261284,0.0,0.0
7.928176031,0.0,0.0
8.028178552,0.0,0.0
8.128154033,0.0,0.0
8.228183171,0.0,0.0
8.328155626,0.0,0.0
8.428217664,0.0,0.0
8.528203944,0.0,0.0
8.628149511,0.0,0.0
