t,min_obstacle_distance
2.499392005,1.9870418310165405
2.500701644,1.9870418310165405
2.616979148,1.974155306816101
2.617120585,1.974155306816101
2.729911576,1.9904590845108032
2.730678222,1.9904590845108032
2.838751389,1.9832779169082642
2.84256362,1.9832779169082642
2.960327119,1.9932385683059692
2.960591324,1.9932385683059692
3.081283314,1.980721116065979
3.081340984,1.980721116065979
3.203957397,1.9735043048858643
3.204069027,1.9735043048858643
3.320068793,1.9873647689819336
3.320117571,1.9873647689819336
3.451617154,1.965728998184204
3.451878297,1.965728998184204
3.60317372,1.9896233081817627
3.603961183,1.9896233081817627
3.739192378,1.9864273071289062
3.739405048,1.9864273071289062
3.842537406,1.9828894138336182
3.842631232,1.9828894138336182
3.94925632,1.9797874689102173
3.949313668,1.9797874689102173
4.051313355,1.9857280254364014
4.051356433,1.9857280254364014
4.155688655,1.9826794862747192
4.155730743,1.9826794862747192
4.257294344,1.9875237941741943
4.257336349,1.9875237941741943
4.364023349,1.968316912651062
4.364475937,1.968316912651062
4.466629024,1.9814825057983398
4.46678162,1.9814825057983398
4.569703057,1.9782236814498901
4.569741751,1.9782236814498901
4.669309678,1.9858877658843994
4.669574719,1.9858877658843994
4.774261068,1.9791675806045532
4.774656781,1.9791675806045532
4.875567896,1.9823200702667236
4.875747516,1.9823200702667236
4.978341384,1.986421823501587
4.978380474,1.986421823501587
5.07943231,1.9883517026901245
5.079559214,1.9883517026901245
5.182923334,1.9820137023925781
5.182947286,1.9820137023925781
5.285419961,1.9831470251083374
5.285740775,1.9831470251083374
5.389334297,1.9864894151687622
5.389372045,1.9864894151687622
5.488743124,1.9781947135925293
5.488784297,1.9781947135925293
5.591289818,1.9923367500305176
5.591620092,1.9923367500305176
5.693724602,1.9807175397872925
5.693751011,1.9807175397872925
5.796333486,1.9842936992645264
5.796366844,1.9842936992645264
5.895921163,1.9886384010314941
5.896219953,1.9886384010314941
6.005827611,1.9865367412567139
6.005960793,1.9865367412567139
6.107616601,1.985023021697998
6.107641544,1.985023021697998
6.207848212,1.9937891960144043
6.208133649,1.9937891960144043
6.309529107,1.9822924137115479
6.30964378,1.9822924137115479
6.412991183,1.9856741428375244
6.413286207,1.9856741428375244
6.513703495,1.9818849563598633
6.513808292,1.9818849563598633
6.620128738,1.989440679550171
6.62018008,1.989440679550171
6.719660762,1.9889072179794312
6.719697529,1.9889072179794312
6.82363704,1.9885820150375366
6.823857893,1.9885820150375366
6.928440519,1.9729058742523193
6.928783917,1.9729058742523193
7.03470821,1.981225848197937
7.03475609,1.981225848197937
7.133867442,1.9843870401382446
7.134095245,1.9843870401382446
7.236780024,1.9926661252975464
7.236823633,1.9926661252975464
7.338572974,1.987507700920105
7.338625308,1.987507700920105
7.440496976,1.9768091440200806
7.440537344,1.9768091440200806
7.540349303,1.9964936971664429
7.540467887,1.9964936971664429
7.643227919,1.9822461605072021
7.643451272,1.9822461605072021
7.744070773,1.9918006658554077
7.744111632,1.9918006658554077
7.849287031,1.9781970977783203
7.849473243,1.9781970977783203
7.947915761,1.9834603071212769
7.948248511,1.9834603071212769
8.051687081,1.9867891073226929
8.051727851,1.9867891073226929
8.153889445,1.975784182548523
8.154282254,1.975784182548523
8.255328595,1.981256127357483
8.255694545,1.981256127357483
8.356935339,1.9793798923492432
8.356978599,1.9793798923492432
8.459745157,1.990323781967163
8.459798601,1.990323781967163
8.560696368,1.9878695011138916
8.560727079,1.9878695011138916
8.667568389,1.9744889736175537
8.667933092,1.9744889736175537
8.765572752,1.9855279922485352
8.765610344,1.9855279922485352
8.870583806,1.9717271327972412
8.870615803,1.9717271327972412
8.972790416,1.9874070882797241
8.972833247,1.9874070882797241
9.077300353,1.9829840660095215
9.07733888,1.9829840660095215
9.178717688,1.9959790706634521
9.178741405,1.9959790706634521
9.27997814,1.9889676570892334
9.280015873,1.9889676570892334
9.381783582,1.9853287935256958
9.382055308,1.9853287935256958
9.485039469,1.990593671798706
9.485421672,1.990593671798706
9.586445924,1.9962170124053955
9.586553626,1.9962170124053955
9.690784992,1.9768024682998657
9.690818195,1.9768024682998657
9.789772249,1.9819862842559814
9.789971992,1.9819862842559814
9.89339315,1.9861974716186523
9.893596106,1.9861974716186523
9.995520944,1.9881691932678223
9.995653379,1.9881691932678223
10.097047694,1.9877747297286987
10.09708865,1.9877747297286987
10.201692608,1.9876428842544556
10.201733332,1.9876428842544556
10.301359507,1.9886045455932617
10.30139074,1.9886045455932617
10.402512156,1.9935764074325562
10.402903235,1.9935764074325562
10.508724728,1.9853845834732056
10.509757691,1.9853845834732056
10.607662049,1.9916670322418213
10.607761379,1.9916670322418213
10.711662817,1.9809085130691528
10.711918199,1.9809085130691528
10.811712145,1.988250494003296
10.811800742,1.988250494003296
10.913881785,1.9900749921798706
10.914011553,1.9900749921798706
11.019965271,1.9896247386932373
11.02001274,1.9896247386932373
11.123427583,1.9815559387207031
11.123464786,1.9815559387207031
11.226153156,1.9879611730575562
11.226265922,1.9879611730575562
11.327983413,1.979624629020691
11.328006855,1.979624629020691
11.429885632,1.9873275756835938
11.42993203,1.9873275756835938
11.535031955,1.9846478700637817
11.53517374,1.9846478700637817
11.641362141,1.9877601861953735
11.641390967,1.9877601861953735
11.74207654,1.9864904880523682
11.742568152,1.9864904880523682
11.843007226,1.9838731288909912
11.843180546,1.9838731288909912
11.949775918,1.98917555809021
11.949828938,1.98917555809021
12.050972484,1.9966001510620117
12.051224876,1.9966001510620117
12.155074096,1.9881274700164795
12.155113877,1.9881274700164795
12.254837092,1.9945741891860962
12.255188351,1.9945741891860962
12.357440931,1.9844110012054443
12.357649959,1.9844110012054443
12.458849414,1.984142541885376
12.45903075,1.984142541885376
12.562313303,1.98455810546875
12.562350345,1.98455810546875
12.663034971,1.986342430114746
12.663072824,1.986342430114746
12.76661256,1.9842089414596558
12.767013303,1.9842089414596558
12.868101758,1.9910491704940796
12.868144005,1.9910491704940796
12.97196369,1.9944062232971191
12.972253044,1.9944062232971191
13.073888253,1.9846934080123901
13.073918359,1.9846934080123901
13.175430142,1.9868355989456177
13.175799122,1.9868355989456177
13.278058473,1.9791852235794067
13.27808632,1.9791852235794067
13.381280816,1.9920148849487305
13.381325419,1.9920148849487305
13.481908595,1.976283073425293
13.482327513,1.976283073425293
13.584220806,1.9975844621658325
