t,x,y
2.712957164,-9.103315610813414e-07,1.8937426676563125e-07
2.722312808,-4.063599298555556e-06,8.72605776950806e-07
2.731946511,-8.833537108137238e-06,1.985466546825616e-06
2.745383157,-1.442471895651571e-05,3.5941918315963908e-06
2.754598577,-2.1397792693122336e-05,4.171309057659318e-06
2.765532916,-2.9001939286266674e-05,4.381307352485826e-06
2.778595677,-3.69972633014002e-05,4.482183937593769e-06
2.790001382,-4.614981834122518e-05,5.406996049238432e-06
2.801771213,-5.665249202985341e-05,1.0581380165472411e-05
2.812648178,-6.742608902071418e-05,1.7136705146495942e-05
2.822472321,-7.739798721973206e-05,2.362652324285411e-05
2.836282343,-8.573304117623966e-05,2.95102054595276e-05
2.84485002,-9.213828320107052e-05,3.467076337773591e-05
2.855690935,-9.734321053297447e-05,3.948994860408024e-05
2.866402467,-0.0001015991218986309,4.409547886482959e-05
2.880254676,-0.00010499761747599905,4.851455701985227e-05
2.892157793,-0.00010781673571555114,5.273613595780475e-05
2.90741845,-0.00011047879364587624,5.673697626914294e-05
2.918210303,-0.00011301578654748182,6.054969425383456e-05
2.930175476,-0.00011544208644696102,6.419593295864542e-05
2.940689673,-0.00011776928840385135,6.769315110317963e-05
2.953245173,-0.00012000769985698496,7.105686657111294e-05
2.964841982,-0.00012216674689287822,7.430126853244837e-05
2.976093028,-0.00012408006883750898,7.717607090347426e-05
2.98681058,-0.00012530003358096793,7.900755604062378e-05
2.998245395,-0.0001262166117698511,8.031827802048252e-05
3.008792687,-0.00012733399976850614,8.054401586417379e-05
3.0197327,-0.00012875647681002706,8.031569339512416e-05
3.030070979,-0.0001305197282445306,8.002798297648047e-05
3.042537983,-0.0001326477980975625,7.97336331504854e-05
3.055638256,-0.00013515724648052382,7.944027308893348e-05
3.069598182,-0.00013806401238339924,7.914925480116512e-05
3.082151105,-0.00014137676402486803,7.88601031408401e-05
3.092892777,-0.00014506880743089118,7.85721498225225e-05
3.106950978,-0.00014912632454142875,7.828515108262513e-05
3.120601461,-0.000153535633207442,7.79307429490748e-05
3.135469638,-0.0001584963752081555,7.761701319702581e-05
3.147179793,-0.00016421678205697128,7.732706256987493e-05
3.161381808,-0.0001707791752040659,7.704009418547562e-05
3.174627578,-0.00017823419589886244,7.675419412098779e-05
3.18571546,-0.0001865952150976822,7.647505419881026e-05
3.198435995,-0.0001957719288390395,7.619892413158504e-05
3.20860669,-0.00020565400607855736,7.592369747446781e-05
3.221215418,-0.00021616011288107424,7.565077726847617e-05
3.232709716,-0.00022722925188767198,7.538072345855923e-05
3.243321556,-0.00023881857235147526,7.511420944282727e-05
3.254167613,-0.00025101122628135453,7.485206293124684e-05
3.264395083,-0.00026428142093466635,7.136374657997326e-05
3.277766225,-0.0002694289768900935,6.370843404216527e-05
3.290279554,-0.00026873867410043707,6.233586582237143e-05
3.302610997,-0.0002683571858814295,6.162149790217715e-05
3.315935192,-0.00026806311156389075,6.107031073625474e-05
3.327029681,-0.000267931173735342,6.0821429040960493e-05
3.342799305,-0.00026763067914989565,6.025683151074184e-05
3.354035064,-0.00026743437709013385,5.987176174025808e-05
3.364434574,-0.00026735783011339574,5.961672680311852e-05
3.375033196,-0.0002671919125308026,5.930403748685654e-05
3.388983183,-0.00026698453129224767,5.891398912386643e-05
3.403125565,-0.0002668314062589227,5.861361034073314e-05
3.415545416,-0.00026672812044457265,5.839526194259493e-05
3.427036369,-0.0002666688444404727,5.820119489181766e-05
3.438425943,-0.00026663607969092725,5.788204719666236e-05
3.449306815,-0.00026663269976586346,5.779013702598805e-05
3.461041783,-0.0002666328356871377,5.778073260904624e-05
3.473895286,-0.00026663310126771866,5.7776983043774906e-05
