t,linear_x,angular_z
0.0,0.0,0.0
0.100925353,0.0,0.0
0.200239161,0.0,0.0
0.300128034,0.0,0.0
0.399909477,0.0,0.0
0.499919663,0.0,0.0
0.600122136,0.0,0.0
0.700037358,0.0,0.0
0.799929293,0.0,0.0
0.899912832,0.0,0.0
1.000073964,0.0,0.0
1.099912619,0.0,0.0
1.199914038,0.0,0.0
1.300817368,0.0,0.0
1.402268927,0.0,0.0
1.502656952,0.0,0.0
1.600155861,0.0,0.0
1.700289988,0.0,0.0
1.800787023,0.0,0.0
1.900077262,0.0,0.0
2.000225564,0.0,0.0
2.099886195,0.0,0.0
2.199998212,0.0,0.0
2.300193737,0.0,0.0
2.400101223,0.0,0.0
2.50051929,0.0,0.0
2.600157227,0.0,0.0
2.70651886,0.0,0.0
2.800727895,0.0,0.0
2.90178038,0.0,0.0
3.00311728,0.0,0.0
3.100160073,0.0,0.0
3.200004115,0.0,0.0
3.300166557,0.0,0.0
3.402133832,0.0,0.0
3.499973761,0.0,0.0
3.602503487,0.0,0.0
3.709268326,0.0,0.0
3.800083111,0.0,0.0
3.899927844,0.0,0.0
3.999853193,0.0,0.0
4.09983009,0.0,0.0
4.199867964,0.0,0.0
4.299883225,0.0,0.0
4.400033442,0.0,0.0
4.499958628,0.0,0.0
4.604918526,0.0,0.0
4.6998481,0.0,0.0
4.799806988,0.0,0.0
4.899807134,0.0,0.0
5.002140065,0.0,0.0
5.099796043,0.0,0.0
5.199897985,0.0,0.0
5.299850978,0.0,0.0
5.400398846,0.0,0.0
5.499830578,0.0,0.0
5.601498621,0.0,0.0
5.699861538,0.0,0.0
5.799864656,0.0,0.0
5.89982646,0.0,0.0
5.999865445,0.0,0.0
6.099840845,0.0,0.0
6.20246871,0.0,0.0
6.29987185,0.0,0.0
6.399844833,0.0,0.0
6.499840109,0.0,0.0
6.599848526,0.0,0.0
6.699869985,0.0,0.0
6.799855161,0.0,0.0
6.899875508,0.0,0.0
6.999926927,0.0,0.0
7.099817809,0.0,0.0
7.199996361,0.0,0.0
7.299796641,0.0,0.0
7.399826914,0.0,0.0
7.499850016,0.0,0.0
7.599847954,0.0,0.0
7.699894676,0.0,0.0
7.800022539,0.0,0.0
7.899964994,0.0,0.0
7.99989894,0.0,0.0
8.099895316,0.0,0.0
8.200028638,0.0,0.0
8.29986286,0.0,0.0
8.407460578,0.0,0.0
8.499871707,0.0,0.0
8.59984454,0.0,0.0
8.700025713,0.0,0.0
8.80004712,0.0,0.0
8.899838707,0.0,0.0
8.999862528,0.0,0.0
9.099925294,0.0,0.0
9.199960007,0.0,0.0
9.300046374,0.0,0.0
9.400197955,0.0,0.0
9.49984533,0.0,0.0
9.59988407,0.0,0.0
9.69998555,0.0,0.0
9.799811818,0.0,0.0
9.899780957,0.0,0.0
9.999817814,0.0,0.0
10.099912104,0.0,0.0
10.199984249,0.0,0.0
10.299845764,0.0,0.0
10.400359609,0.0,0.0
10.49988876,0.0,0.0
10.599886711,0.0,0.0
10.699862906,0.0,0.0
10.799858787,0.0,0.0
10.899902636,0.0,0.0
10.999728501,0.0,0.0
11.099838596,0.0,0.0
11.199826478,0.0,0.0
11.300038223,0.0,0.0
11.399882368,0.0,0.0
11.499843437,0.0,0.0
11.599888937,0.0,0.0
11.699987369,0.0,0.0
11.799861823,0.0,0.0
11.899814451,0.0,0.0
11.999966296,0.0,0.0
12.099892443,0.0,0.0
12.199817737,0.0,0.0
12.299898235,0.0,0.0
12.399806283,0.0,0.0
12.499833794,0.0,0.0
12.59996982,0.0,0.0
12.699797387,0.0,0.0
12.799825613,0.0,0.0
12.899794203,0.0,0.0
12.999782816,0.0,0.0
13.099719039,0.0,0.0
13.200377551,0.0,0.0
13.299878553,0.0,0.0
13.399975535,0.0,0.0
13.499972995,0.0,0.0
13.599768927,0.0,0.0
13.700149795,0.0,0.0
13.799881903,0.0,0.0
13.900934794,0.0,0.0
13.999819856,0.0,0.0
14.099833737,0.0,0.0
