t,min_obstacle_distance
0.030648722,1.9892932176589966
0.031182779,1.9892932176589966
0.149912349,1.9857721328735352
0.149959882,1.9857721328735352
0.354485626,1.9932984113693237
0.361752142,1.9932984113693237
0.555697086,1.9907619953155518
0.55795025,1.9907619953155518
0.654881399,1.978660225868225
0.654933038,1.978660225868225
0.792235117,1.9765843152999878
0.792374031,1.9765843152999878
0.927431233,1.976694941520691
0.927829199,1.976694941520691
1.061133115,1.9923274517059326
1.061855357,1.9923274517059326
1.187917923,1.9959125518798828
1.188692863,1.9959125518798828
1.368836662,1.9821316003799438
1.372845054,1.9821316003799438
1.385797878,1.9919127225875854
1.389174139,1.9919127225875854
1.604047355,1.9866714477539062
1.607448853,1.9866714477539062
1.721530662,1.994261384010315
1.72173187,1.994261384010315
1.831236479,1.9837357997894287
1.83135381,1.9837357997894287
1.932612756,1.9867459535598755
1.932814462,1.9867459535598755
2.044397424,1.9917420148849487
2.044540854,1.9917420148849487
2.146225891,1.9878599643707275
2.146264272,1.9878599643707275
2.251425983,1.9926376342773438
2.251620752,1.9926376342773438
2.36568874,1.9788076877593994
2.365717045,1.9788076877593994
2.469436052,1.9841502904891968
2.469497534,1.9841502904891968
2.568318446,1.9761961698532104
2.568353447,1.9761961698532104
2.672976043,1.9950426816940308
2.67301647,1.9950426816940308
2.777091532,1.9854265451431274
2.777287885,1.9854265451431274
2.878369045,1.9925535917282104
2.87896268,1.9925535917282104
2.97728856,1.9925918579101562
2.977329012,1.9925918579101562
3.089288522,1.9900200366973877
3.089376468,1.9900200366973877
3.186216161,1.9846638441085815
3.18631047,1.9846638441085815
3.286747238,1.9788962602615356
3.28678544,1.9788962602615356
3.39125774,1.9828948974609375
3.391599505,1.9828948974609375
3.49332582,1.9892441034317017
3.493353298,1.9892441034317017
3.591924313,1.998187780380249
3.591946648,1.998187780380249
3.696559291,1.9898662567138672
3.696688193,1.9898662567138672
3.797541255,1.983634114265442
3.797655194,1.983634114265442
3.909469792,1.977536678314209
3.909495627,1.977536678314209
4.000874605,1.9787766933441162
4.000913815,1.9787766933441162
4.106486469,1.9890750646591187
4.106697872,1.9890750646591187
4.212841782,1.980172872543335
4.213049766,1.980172872543335
4.324963658,1.9932494163513184
4.325341558,1.9932494163513184
4.453537875,1.990089774131775
4.453968774,1.990089774131775
4.561532248,1.987440586090088
4.561589706,1.987440586090088
4.669099726,1.9911978244781494
4.669318323,1.9911978244781494
4.775775563,1.987828254699707
4.776017654,1.987828254699707
4.881931738,1.9853795766830444
4.881956763,1.9853795766830444
4.987586017,1.9793344736099243
4.987612705,1.9793344736099243
5.092189996,1.9807645082473755
5.09224197,1.9807645082473755
5.200930748,1.9838337898254395
5.200958883,1.9838337898254395
5.298042759,1.9788181781768799
5.29811793,1.9788181781768799
5.402121899,1.9870909452438354
5.402415726,1.9870909452438354
5.506176016,1.9828321933746338
5.506281726,1.9828321933746338
5.606277053,1.9871195554733276
5.606477692,1.9871195554733276
5.710709001,1.976617693901062
5.710801247,1.976617693901062
5.814256747,1.9900486469268799
5.814468197,1.9900486469268799
5.913408124,1.9850707054138184
5.913589359,1.9850707054138184
6.017768854,1.986464262008667
6.018127479,1.986464262008667
6.117656283,1.9961563348770142
6.117699092,1.9961563348770142
6.221212372,1.9887677431106567
6.221500949,1.9887677431106567
6.329577744,1.9866834878921509
6.329630799,1.9866834878921509
6.428940852,1.9798262119293213
6.429223219,1.9798262119293213
6.529313189,1.992940068244934
6.529355265,1.992940068244934
6.650368989,1.9881343841552734
6.650427157,1.9881343841552734
6.768249889,1.9934560060501099
6.768580813,1.9934560060501099
6.867023418,1.978305697441101
6.86705075,1.978305697441101
6.969720665,1.9934656620025635
6.969758141,1.9934656620025635
7.07445108,1.9938172101974487
7.074486058,1.9938172101974487
7.179028224,1.9945042133331299
7.179068609,1.9945042133331299
7.277694405,1.9836935997009277
7.278007443,1.9836935997009277
7.380388109,1.9891371726989746
7.380428642,1.9891371726989746
7.488165052,1.9781875610351562
7.488496064,1.9781875610351562
7.588192513,1.9937348365783691
7.588220515,1.9937348365783691
7.689178783,1.9816781282424927
7.689415489,1.9816781282424927
7.79369441,1.9946136474609375
7.793993582,1.9946136474609375
7.900951671,1.9902567863464355
7.900988949,1.9902567863464355
7.995922021,1.9815524816513062
7.995951567,1.9815524816513062
8.105922597,1.9891353845596313
8.105946846,1.9891353845596313
8.206632138,1.9771851301193237
8.206681234,1.9771851301193237
8.314847729,1.9708247184753418
8.314877511,1.9708247184753418
8.415443944,1.9687970876693726
8.415483444,1.9687970876693726
8.521850405,1.9452416896820068
8.521992132,1.9452416896820068
8.620407014,1.9276481866836548
8.620525958,1.9276481866836548
8.727349471,1.8903937339782715
8.727920163,1.8903937339782715
8.828917772,1.8728702068328857
8.82906038,1.8728702068328857
8.934053852,1.8497836589813232
8.934078918,1.8497836589813232
9.034596859,1.8053169250488281
9.034970287,1.8053169250488281
9.138503057,1.7629588842391968
9.138542393,1.7629588842391968
9.237713633,1.7277369499206543
9.237845665,1.7277369499206543
9.345874144,1.695975661277771
9.346027998,1.695975661277771
9.445707193,1.655975341796875
9.445877544,1.655975341796875
9.55100595,1.6202120780944824
9.551421229,1.6202120780944824
9.655881369,1.5862901210784912
9.656566932,1.5862901210784912
9.758470755,1.5504803657531738
9.758497645,1.5504803657531738
9.861460176,1.5177040100097656
9.86168499,1.5177040100097656
9.96348928,1.4802733659744263
9.963544376,1.4802733659744263
10.069822534,1.4421987533569336
10.069869274,1.4421987533569336
10.170157284,1.4167959690093994
10.170193877,1.4167959690093994
10.273541522,1.3746311664581299
10.273579987,1.3746311664581299
10.379067225,1.3505384922027588
10.379106459,1.3505384922027588
10.480388046,1.3237173557281494
10.48042983,1.3237173557281494
10.583281516,1.2853163480758667
10.583488659,1.2853163480758667
10.68448855,1.2569012641906738
