t,x,y
0.0,-9.103315610813414e-07,1.8937426676563125e-07
0.010830347,-4.063599298555556e-06,8.72605776950806e-07
0.024011744,-8.833537108137238e-06,1.985466546825616e-06
0.036270954,-1.442471895651571e-05,3.5941918315963908e-06
0.049104901,-2.1397792693122336e-05,4.171309057659318e-06
0.059585429,-2.9001939286266674e-05,4.381307352485826e-06
0.071593234,-3.69972633014002e-05,4.482183937593769e-06
0.090598517,-4.614981834122518e-05,5.406996049238432e-06
0.105912634,-5.665249202985341e-05,1.0581380165472411e-05
0.11944207,-6.742608902071418e-05,1.7136705146495942e-05
0.147103807,-7.739798721973206e-05,2.362652324285411e-05
0.170430861,-8.573304117623966e-05,2.95102054595276e-05
0.197050313,-9.213828320107052e-05,3.467076337773591e-05
0.217848627,-9.734321053297447e-05,3.948994860408024e-05
0.232830155,-0.0001015991218986309,4.409547886482959e-05
0.248277815,-0.00010499761747599905,4.851455701985227e-05
0.281475686,-0.00010781673571555114,5.273613595780475e-05
0.303295323,-0.00011047879364587624,5.673697626914294e-05
0.317140436,-0.00011301578654748182,6.054969425383456e-05
0.330540348,-0.00011544208644696102,6.419593295864542e-05
0.34207352,-0.00011776928840385135,6.769315110317963e-05
0.356821943,-0.00012000769985698496,7.105686657111294e-05
0.371015898,-0.00012216674689287822,7.430126853244837e-05
0.384177815,-0.00012409086114330108,7.719222371982133e-05
0.40093215,-0.000125327947432358,7.904937898258585e-05
0.415011624,-0.00012627284659075168,8.035238473808287e-05
0.428286321,-0.00012744020579716787,8.052346586954443e-05
0.443464816,-0.00012891897574511708,8.028990267778743e-05
0.460276666,-0.00013074484002178598,8.000292913690524e-05
0.475859161,-0.0001329387391484334,7.970902338002325e-05
0.49114349,-0.0001355152153070865,7.941602854564015e-05
0.503854383,-0.00013848874682794669,7.912544358181731e-05
0.518974734,-0.00014186604458152775,7.883684988219488e-05
0.53447944,-0.00014561915213245555,7.854946978148891e-05
0.548586827,-0.00014973314675664848,7.825972749113267e-05
0.561612683,-0.00015420403657658878,7.790090880970013e-05
0.575160556,-0.00015926345914419378,7.759461656840013e-05
0.58517619,-0.00016508931650200624,7.730625170395051e-05
0.599395814,-0.0001717516475076633,7.701977759607802e-05
0.617600411,-0.00017929202728100575,7.673457936183386e-05
0.63019354,-0.0001877134717998153,7.64569790900622e-05
0.646711505,-0.0001969221091233037,7.618163838355634e-05
0.661207178,-0.00020681138781836108,7.590722641798858e-05
0.67486445,-0.00021730483234098843,7.56351429215432e-05
0.688644385,-0.00022834550783762918,7.536588543156485e-05
0.702154925,-0.00023989189088729872,7.510009553138731e-05
0.715345017,-0.0002519952230480866,7.483850344831735e-05
0.729445674,-0.0002649208093926693,7.458071783711493e-05
0.743964099,-0.0002786756453861186,7.432605477587805e-05
0.757896145,-0.000293277958575232,7.407513018952067e-05
0.770815617,-0.000308750875044202,7.382806326279188e-05
0.783810535,-0.00032488767012110037,7.25526262646914e-05
0.799638964,-0.0003467475754626954,7.343425665031259e-05
0.811874857,-0.00037007258166604946,6.972916903662534e-05
0.825739208,-0.0003947130245193333,7.114222938940521e-05
0.838894353,-0.0004193759316936151,7.283359119576163e-05
0.851487073,-0.0004437778273273848,7.301608388055243e-05
0.865129426,-0.0004700060482656478,7.342925861474796e-05
0.877420791,-0.0004994805195279277,6.973658614069993e-05
0.892177154,-0.0005298694473787708,6.932145656377855e-05
0.905182444,-0.0005602754118765882,7.156435307421752e-05
0.917620035,-0.0005901442929932962,7.229148423943017e-05
0.928869983,-0.0006212745630774586,7.289947751286819e-05
0.939062906,-0.0006554658465461084,6.920822248288115e-05
0.950403249,-0.0006903621393914809,6.876950585797095e-05
0.963431753,-0.0007251213040471152,7.106136543631888e-05
0.976821939,-0.0007592200013740108,7.183104071813574e-05
0.991042057,-0.0007947964507720373,7.255462958830733e-05
1.004378619,-0.0008329608791963214,6.856465380730161e-05
1.021062858,-0.0008717932584563475,6.871307130786606e-05
1.03510888,-0.0009103203932828915,7.097775732626036e-05
1.049518546,-0.000947134354446523,7.058578040054883e-05
1.06437251,-0.0009887191222533575,7.179314328671941e-05
1.075770569,-0.0010305781356746702,6.80371414880426e-05
1.09036994,-0.001073011075195517,6.950811642109762e-05
1.103003625,-0.0011148578405420712,7.141754093698124e-05
1.115873606,-0.0011562716678949385,7.225310620308971e-05
1.12744935,-0.001201521160881432,7.002323484161621e-05
1.137973086,-0.0012471049292785853,6.844060603936335e-05
1.153364466,-0.0012926912774580863,7.086508797276366e-05
1.16861711,-0.0013375465346692813,7.214095828739697e-05
1.184765834,-0.0013842787889881466,7.289003525899748e-05
1.203130322,-0.0014327161456798394,6.908853040848745e-05
1.220393053,-0.0014816376077808275,7.025821272376191e-05
1.23429903,-0.0015300251472295896,7.248643534200905e-05
1.251843184,-0.0015734051759090113,6.886000282617182e-05
1.269616758,-0.0016078327077171063,6.194107886344728e-05
1.286748103,-0.0016238383523654682,5.5519875836813415e-05
1.30166054,-0.0016261355361347892,5.2036536488272956e-05
1.320480187,-0.0016260597993089385,5.0553099772929775e-05
1.340027502,-0.0016257093033971862,4.8341355761011935e-05
1.362396134,-0.0016255957477650778,4.62646494812243e-05
1.399430268,-0.001625596055348605,4.2910869285831205e-05
1.416310901,-0.0016255961715935944,3.913054938420074e-05
1.439349847,-0.0016255965041191587,3.697672758669118e-05
1.467894513,-0.0016255968599981768,3.508266055005744e-05
1.487849275,-0.001625597237947053,3.329208385413835e-05
1.519384365,-0.0016255976937151004,3.2054389040591736e-05
1.543905614,-0.0016255977694113917,2.993487195893118e-05
1.565518497,-0.0016255980253957556,2.8451679705806913e-05
1.581841737,-0.0016255984551142091,2.761427859543082e-05
1.596118714,-0.0016255985022970458,2.593035802549203e-05
1.609943667,-0.001625599174260653,2.570329349702114e-05
1.622686781,-0.001625599428955865,2.5054531456995648e-05
1.638821611,-0.0016255997879929245,2.4511180270758237e-05
1.655673214,-0.0016256001376744357,2.406120726144577e-05
1.667085209,-0.0016256008148245347,2.401172444450807e-05
1.677990002,-0.0016256013376368325,2.39790824496731e-05
1.688430048,-0.001625601306395442,2.355528090236536e-05
1.698881688,-0.001625601151593931,2.310187445087584e-05
1.709451217,-0.0016256011475867457,2.2843063140122726e-05
1.720160324,-0.0016256014716387055,2.281733116429093e-05
1.730946121,-0.0016256019993179808,2.2816921130089244e-05
1.741220127,-0.001625602122523548,2.2813733026861432e-05
1.751597574,-0.0016256021300295074,2.280968169229348e-05
1.761807732,-0.0016256024698184136,2.2808036621757956e-05
1.771933702,-0.0016256024306749058,2.28050906144956e-05
1.782224823,-0.0016256028551757283,2.2804881492169155e-05
