t,linear_x,angular_z
7.469531779,0.125,0.16
7.519547871,0.25,0.32
7.569528563,0.375,0.48
7.619649913,0.5,0.5789473684210525
7.669485263,0.5,0.5789473684210525
7.719535293,0.5,0.5789473684210525
7.769523518,0.5,0.5789473684210525
7.81952333,0.5,0.5789473684210525
7.869617579,0.5,0.5789473684210525
7.919485326,0.5,0.4736842105263157
7.969503854,0.5,0.4736842105263157
8.019537454,0.5,0.4736842105263157
8.069515991,0.5,0.4736842105263157
8.119504737,0.5,0.4736842105263157
8.169541265,0.5,0.4736842105263157
8.219505235,0.5,0.36842105263157887
8.269484324,0.5,0.36842105263157887
8.319512043,0.5,0.4736842105263157
8.369521223,0.5,0.36842105263157887
8.419608004,0.5,0.36842105263157887
8.46951441,0.5,0.36842105263157887
8.519679002,0.5,0.36842105263157887
8.569665782,0.5,0.36842105263157887
8.619511916,0.5,0.26315789473684204
8.669498248,0.5,0.26315789473684204
8.719506771,0.5,0.26315789473684204
8.769775073,0.5,0.26315789473684204
8.82024476,0.5,0.26315789473684204
8.869478971,0.5,0.26315789473684204
8.919534682,0.5,0.26315789473684204
8.969503588,0.5,0.26315789473684204
9.019558222,0.5,0.26315789473684204
9.069545355,0.5,0.26315789473684204
9.119494112,0.5,0.26315789473684204
9.16962361,0.5,0.26315789473684204
9.219548938,0.5,0.26315789473684204
9.269497127,0.5,0.26315789473684204
9.319506928,0.5,0.26315789473684204
9.369698688,0.5,0.26315789473684204
9.41951806,0.5,0.1578947368421052
9.469506267,0.5,0.1578947368421052
9.519531757,0.5,0.1578947368421052
9.569579609,0.5,0.1578947368421052
9.619487823,0.5,0.1578947368421052
9.669500415,0.5,0.1578947368421052
9.71949863,0.5,0.1578947368421052
9.769550133,0.5,0.1578947368421052
9.819485233,0.5,0.1578947368421052
9.869497961,0.5,0.1578947368421052
9.919523861,0.5,0.1578947368421052
9.969780922,0.5,0.1578947368421052
10.019514676,0.5,0.1578947368421052
10.069509152,0.5,0.1578947368421052
10.119496435,0.5,0.1578947368421052
10.169498478,0.5,0.1578947368421052
10.219576631,0.5,0.1578947368421052
10.269691059,0.5,0.1578947368421052
10.319531605,0.5,0.05263157894736836
10.369514682,0.5,0.05263157894736836
10.419538742,0.5,0.1578947368421052
10.469477709,0.5,0.05263157894736836
10.519507618,0.5,0.05263157894736836
10.569488157,0.5,0.05263157894736836
10.619498551,0.5,0.05263157894736836
10.669515828,0.5,0.05263157894736836
10.719644237,0.5,0.05263157894736836
10.769498565,0.5,0.05263157894736836
10.819569996,0.5,0.05263157894736836
10.869520036,0.5,0.05263157894736836
10.919500951,0.5,0.05263157894736836
10.969487756,0.5,0.05263157894736836
11.019473708,0.5,0.05263157894736836
11.069484026,0.5,0.05263157894736836
11.119492947,0.5,0.05263157894736836
11.169520519,0.5,0.05263157894736836
11.219538484,0.5,0.05263157894736836
11.269485905,0.5,0.05263157894736836
11.319533304,0.5,0.05263157894736836
11.369482964,0.5,0.05263157894736836
11.419510007,0.5,0.05263157894736836
11.469465932,0.5,0.05263157894736836
11.51948609,0.5,0.05263157894736836
11.569524876,0.5,0.05263157894736836
11.619489913,0.5,0.05263157894736836
11.669516394,0.5,0.0
11.719582117,0.5,0.05263157894736836
11.76949381,0.5,0.05263157894736836
11.819601033,0.5,0.0
11.869491798,0.5,0.0
11.919510184,0.5,0.05263157894736836
11.969596334,0.5,0.05263157894736836
12.019909491,0.5,0.0
12.069477687,0.5,0.0
12.119506326,0.5,0.0
12.169491989,0.5,0.0
12.219513745,0.5,0.0
12.269599874,0.5,0.0
12.319474551,0.5,0.0
12.369478629,0.5,0.0
12.419606413,0.5,0.0
12.46949837,0.5,0.0
12.51951979,0.5,0.0
