t,min_obstacle_distance
0.06735492,1.987269639968872
0.069589139,1.987269639968872
0.154134444,1.9888027906417847
0.15417795,1.9888027906417847
0.315094453,1.9773694276809692
0.316870391,1.9773694276809692
0.42814276,1.9922152757644653
0.429516164,1.9922152757644653
0.63248747,1.9882750511169434
0.633156323,1.9882750511169434
0.773748212,1.988479733467102
0.774819576,1.988479733467102
0.872821551,1.9873616695404053
0.873939938,1.9873616695404053
1.073785459,1.973896861076355
1.073931735,1.973896861076355
1.233349659,1.9855022430419922
1.233395064,1.9855022430419922
1.384642152,1.9919902086257935
1.384850769,1.9919902086257935
1.564042939,1.9955828189849854
1.564083258,1.9955828189849854
1.706580981,1.989845633506775
1.706633124,1.989845633506775
1.818582067,1.9912469387054443
1.818722129,1.9912469387054443
1.919081874,1.9931931495666504
1.91912191,1.9931931495666504
2.024911553,1.9860336780548096
2.025001915,1.9860336780548096
2.129050505,1.979540228843689
2.129087921,1.979540228843689
2.23463609,1.9892741441726685
2.234889541,1.9892741441726685
2.340111468,1.9914201498031616
2.340140878,1.9914201498031616
2.444364997,1.9826985597610474
2.444483872,1.9826985597610474
2.550612502,1.9847073554992676
2.550636003,1.9847073554992676
2.655166388,1.9872384071350098
2.65521217,1.9872384071350098
2.760120218,1.991084337234497
2.76041748,1.991084337234497
2.866121629,1.9824382066726685
2.866168545,1.9824382066726685
2.968507519,1.9858320951461792
2.968543498,1.9858320951461792
3.070053102,1.978065013885498
3.070295494,1.978065013885498
3.170274171,1.9883731603622437
3.170300611,1.9883731603622437
3.273424888,1.9935731887817383
3.273627826,1.9935731887817383
3.372909218,1.9829716682434082
3.373110411,1.9829716682434082
3.481316196,1.9918708801269531
3.481343301,1.9918708801269531
3.57735869,1.9915920495986938
3.577478395,1.9915920495986938
3.680598726,1.9906072616577148
3.680721803,1.9906072616577148
3.782283033,1.9863227605819702
3.782358137,1.9863227605819702
3.886244217,1.9858238697052002
3.88627126,1.9858238697052002
4.000231241,1.98372483253479
4.000341582,1.98372483253479
4.093336312,1.9931029081344604
4.093362629,1.9931029081344604
4.210121557,1.992432713508606
4.210161604,1.992432713508606
4.326268861,1.9877474308013916
4.326324794,1.9877474308013916
4.426930341,1.9838038682937622
4.426953564,1.9838038682937622
4.542859558,1.9800535440444946
4.542897558,1.9800535440444946
4.635974486,1.9940459728240967
4.636049688,1.9940459728240967
4.746034317,1.984466552734375
4.746303776,1.984466552734375
4.853703091,1.9786370992660522
4.853876642,1.9786370992660522
4.955621344,1.9884384870529175
4.95566634,1.9884384870529175
5.056146756,1.985107660293579
5.056282042,1.985107660293579
5.164218798,1.9822509288787842
5.164233675,1.9822509288787842
5.267141794,1.9817290306091309
5.267183941,1.9817290306091309
5.372147338,1.9859765768051147
5.37222765,1.9859765768051147
5.470625112,1.9907212257385254
5.470707159,1.9907212257385254
5.576510232,1.9812639951705933
5.576673749,1.9812639951705933
5.680977259,1.984080195426941
5.681321294,1.984080195426941
5.781793626,1.9900931119918823
5.782250729,1.9900931119918823
5.883824118,1.9859178066253662
5.883993666,1.9859178066253662
5.986438896,1.9789966344833374
5.986480117,1.9789966344833374
6.088005459,1.986592411994934
6.088107855,1.986592411994934
6.191337177,1.9883670806884766
6.191562602,1.9883670806884766
6.299183847,1.9848116636276245
6.29921822,1.9848116636276245
6.396989752,1.9831748008728027
6.397012906,1.9831748008728027
6.500063121,1.9796091318130493
6.500534369,1.9796091318130493
6.607456596,1.9811464548110962
6.607502381,1.9811464548110962
6.707618623,1.9897701740264893
6.707662147,1.9897701740264893
6.814106968,1.9793816804885864
6.814221945,1.9793816804885864
6.914033826,1.9858191013336182
6.914181541,1.9858191013336182
7.023487724,1.9841946363449097
7.023524227,1.9841946363449097
7.123383611,1.9775117635726929
7.123432371,1.9775117635726929
7.228010751,1.9839876890182495
7.22817371,1.9839876890182495
7.326343222,1.9902100563049316
7.326373022,1.9902100563049316
7.437988439,1.986405611038208
7.438138399,1.986405611038208
7.545531866,1.9907352924346924
7.545662181,1.9907352924346924
7.646788612,1.9906898736953735
7.646812819,1.9906898736953735
7.745885761,1.9710359573364258
7.746186295,1.9710359573364258
7.854173701,1.974023699760437
7.85428643,1.974023699760437
7.957390739,1.95196533203125
7.957570701,1.95196533203125
8.061514388,1.9455698728561401
8.061617359,1.9455698728561401
8.164184139,1.9140758514404297
8.164506866,1.9140758514404297
8.267645459,1.903622031211853
8.267702885,1.903622031211853
8.372225037,1.8699108362197876
8.372441688,1.8699108362197876
8.472942179,1.8490676879882812
8.473240756,1.8490676879882812
8.57796888,1.795558214187622
8.578126813,1.795558214187622
8.681707299,1.7627391815185547
8.682128288,1.7627391815185547
8.784869506,1.7190403938293457
8.784916026,1.7190403938293457
8.890310585,1.69558846950531
8.890667515,1.69558846950531
8.990951575,1.6472352743148804
8.991215964,1.6472352743148804
9.096751812,1.6205586194992065
9.097074025,1.6205586194992065
9.203256304,1.5900192260742188
9.20360424,1.5900192260742188
9.311590179,1.5342991352081299
9.311726764,1.5342991352081299
9.405199623,1.5213351249694824
9.405231794,1.5213351249694824
9.513940091,1.4801881313323975
9.51403474,1.4801881313323975
9.61654242,1.4547232389450073
9.616758246,1.4547232389450073
9.716871815,1.4111652374267578
9.717043942,1.4111652374267578
9.817873126,1.3859435319900513
9.817927182,1.3859435319900513
9.924507064,1.355969786643982
9.925421614,1.355969786643982
10.024601446,1.31965172290802
10.024636918,1.31965172290802
10.129008014,1.294628381729126
10.129161095,1.294628381729126
10.235610432,1.2621068954467773
10.235808983,1.2621068954467773
10.341403242,1.2426578998565674
10.341707831,1.2426578998565674
10.448965398,1.208562970161438
10.449003511,1.208562970161438
10.551511292,1.1851565837860107
10.551691003,1.1851565837860107
10.652360639,1.1590930223464966
10.652550729,1.1590930223464966
10.757283498,1.118750810623169
10.757320351,1.118750810623169
10.861248324,1.0920894145965576
10.862112628,1.0920894145965576
10.965414102,1.0816131830215454
10.965458069,1.0816131830215454
11.067826342,1.0541750192642212
11.068004247,1.0541750192642212
11.176401479,1.0248956680297852
11.176716676,1.0248956680297852
11.28227232,1.0058021545410156
11.2823154,1.0058021545410156
11.387624059,0.9830582141876221
11.387764628,0.9830582141876221
11.485017161,0.965455174446106
11.485225911,0.965455174446106
11.592752412,0.9543462991714478
11.593009555,0.9543462991714478
11.691266838,0.9399751424789429
11.691292064,0.9399751424789429
11.797739934,0.9122802019119263
11.797787584,0.9122802019119263
11.902973287,0.8887912631034851
11.90301269,0.8887912631034851
12.004988576,0.8840436935424805
12.005059202,0.8840436935424805
12.107757222,0.8646661639213562
12.107804235,0.8646661639213562
12.211047199,0.8633639812469482
12.211262125,0.8633639812469482
12.318065167,0.8493638634681702
12.318865309,0.8493638634681702
12.419301909,0.8372982144355774
12.419671136,0.8372982144355774
12.525423072,0.8208110928535461
12.525528473,0.8208110928535461
12.625094404,0.8258675932884216
12.625126331,0.8258675932884216
12.732472625,0.8192787170410156
12.732508649,0.8192787170410156
12.834603345,0.8140305280685425
12.834707644,0.8140305280685425
12.936352333,0.8012611865997314
12.936799704,0.8012611865997314
13.038334271,0.811976432800293
13.03837512,0.811976432800293
13.145385844,0.8069401979446411
13.145703186,0.8069401979446411
13.248392632,0.8189297318458557
13.24842592,0.8189297318458557
13.348195399,0.8131251931190491
13.348500285,0.8131251931190491
13.456172104,0.8223088979721069
13.457100134,0.8223088979721069
13.560393787,0.8170763254165649
13.560426643,0.8170763254165649
13.669437714,0.8271408677101135
13.670247491,0.8271408677101135
13.772475646,0.8373585343360901
